Para analizar los resultados podés bajar el .csv (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recordá calificar a la empresa donde estás trabajando en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Usá el código ENCUESTA en la tienda de sysarmy y llevate un 10% de descuento!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,Esta obra está bajo una Licencia Creative Commons Atribución-NoComercial-CompartirIgual 4.0 Internacional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dónde estás trabajando;Tipo de contrato;Salario mensual o retiro BRUTO (en tu moneda local);Salario mensual o retiro NETO (en tu moneda local);Pagos en dólares;¿Cuál fue el último valor de dólar que tomaron?;¿Qué tan conforme estás con tu sueldo?;Cómo creés que está tu sueldo con respecto al último semestre;Recibís algún tipo de bono;A qué está atado el bono;¿Tuviste ajustes por inflación durante 2021?;¿De qué % fue el ajuste total?;¿En qué mes fue el último ajuste?;Trabajo de;Años de experiencia;Años en la empresa actual;Años en el puesto actual;¿Gente a cargo?;Plataformas;Lenguajes de programación o tecnologías.;Frameworks, herramientas y librerías;Bases de datos;QA / Testing;IDEs;Cantidad de personas en tu organización;Trabajo para una empresa que no tiene oficina en mi ciudad;Actividad principal;¿La recomendás como un buen lugar para trabajar?;¿Cómo calificás las políticas de diversidad e inclusión?;Beneficios extra;Nivel de estudios alcanzado;Estado;Carrera;Universidad;Realizaste cursos de especialización;¿Contribuís a proyectos open source?;¿Programás como hobbie?;¿Tenés guardias?;Cuánto cobrás por guardia;¿Porcentaje, bruto o neto?;¿Sufriste o presenciaste situaciones de violencia laboral?;¿Tenés algún tipo de discapacidad?;¿Sentís que esto te dificultó el conseguir trabajo?;¿Cómo venís llevando la pandemia?;¿Tenés hijos/as menores de edad?;¿Con cuántas personas estás conviviendo?;¿Con quiénes convivís?;¿Tenés un espacio dedicado para el trabajo?;¿Tenés que compartir tu equipo de trabajo con alguien?;¿Qué tipo de cuarentena hiciste / estás haciendo?;¿Cambió tu situación laboral a raíz de la pandemia?;¿Qué tanto sentís que te está apoyando tu empresa/organización en esta situación?;¿Cómo se vio afectada tu empresa/organización?;¿Instauraron algún beneficio nuevo?;Tengo;Me identifico
GBA;Full-Time;130000;100000;;;3;3;No;No recibo bono;Dos;60;8;Developer;4;3;1;2;Amazon Web Services| Linux;Java| Javascript| SQL;Angular| Bootstrap| Node.js;Amazon RDS/Aurora| Oracle;Postman;Eclipse| NetBeans| Visual Studio Code;Nov-50;;Servicios / Consultoría de Software / Digital;6;10;Horarios flexibles| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;Sí| de forma particular;Sí;Sí;No;0;Neto;En un trabajo anterior;;;2;0;4;Familia de origen (madre/padre/hermanos/as);Sí;Sí;4;No;8;Cerró oficinas| Se vio beneficiada;Ninguna de las anteriores;27;Varón Cis
GBA;Tercerizado (trabajo a través de consultora o agencia);450000;450000;Cobro en dólares;172;4;4;No;No recibo bono;Uno;10;7;Developer;9;1;1;0;Linux;HTML| Javascript| PHP;Drupal| jQuery;MySQL;Ninguna de las anteriores;PHPStorm;201-500;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;10;10;Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;32;Varón Cis
GBA;Full-Time;150000;122250;;;3;1;Un sueldo;Ley;No;0;0;QA / Tester;4;0;4;0;Azure| SAP;ABAP;SAP;HANA;SoapUI| TFS;Ninguno de los anteriores;501-1000;;Servicios / Consultoría de Software / Digital;8;8;Capacitaciones y/o cursos| Horarios flexibles| Licencia de paternidad / maternidad extendida;;;;;;;;;;;;;;;;;;;;;;;;;30;Varón Cis
GBA;Full-Time;230000;160;;;3;2;De uno a tres sueldos;por conocimiento;Uno;10;4;Technical Leader;15;5;0;6;Amazon Web Services| Azure| Docker| Google Cloud Platform/App Engine| Kubernetes| Linux| Serverless| VMWare| Windows Server;Bash/Shell| Python;Ninguno de los anteriores;Amazon DynamoDB| Amazon Redshift| Amazon RDS/Aurora| Apache Hive| Cassandra| Google Cloud Storage| Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server| MongoDB| MySQL| Oracle| PostgreSQL| Redis| SQLite;Ninguna de las anteriores;Notepad++| Sublime Text| Vi| Vim| Visual Studio Code;10001+;;Servicios / Consultoría de Software / Digital;8;9;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Lactario en la oficina| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Incompleto;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;Sí| los pagó un empleador;No;No;Sí| pasiva;10;Porcentaje de mi sueldo;En un trabajo anterior;;;;;;;;;;;;;;35;Varón Cis
GBA;Full-Time;225000;155000;;;3;3;Un sueldo;Mix de las anteriores;Uno;25;2;Developer;13;1;1;0;Oracle EBS;Java| SQL| PL SQL;Ninguno de los anteriores;Oracle;Ninguna de las anteriores;Eclipse| SQLDeveloper / JDeveloper / Toad;101-200;;Otras industrias;8;8;Abono de celular| Abono de Internet| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Ingeniería en Informática;UNLaM - Universidad Nacional de La Matanza;No;No;Sí;Sí| pasiva;100;Porcentaje de mi sueldo;Jamás;;;4;0;1;Familia de origen (madre/padre/hermanos/as);Sí;No;3;Cambié de trabajo| pero no por la pandemia;9;No la afectó;Ninguna de las anteriores;32;Varón Cis
GBA;Full-Time;225000;187000;;;3;3;Un sueldo;Performance individual;Uno;20;4;Developer;4;0;2;0;Ninguna de las anteriores;Javascript| TypeScript;Node.js| React.js;MongoDB;Jest;IntelliJ| Visual Studio Code| WebStorm;2001-5000;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;10;10;Capacitaciones y/o cursos| Horarios flexibles| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Ingeniería en Sistemas de Información;UAI - Universidad Abierta Interamericana;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;4;0;0;Vivo solo/a;Sí;No;3;No;10;No la afectó;Compra de accesorios (escritorio| monitor| teclado| mouse| etc);31;Mujer Cis
GBA;Remoto (empresa de otro país);625000;625000;Cobro en dólares;;4;4;No;No recibo bono;No;0;0;UX;15;0;10;0;Amazon Web Services;0;Angular| Bootstrap| Vue.js;0;0;0;101-200;;Servicios / Consultoría de Software / Digital;10;10;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Vacaciones flexibles (adicionales a las reglamentarias);Terciario;Completado;Diseño Gráfico;Escuela Da Vinci;Sí| de forma particular;No;No;;;;;;;;;;;;;;;;;;55;Varón Cis
GBA;Full-Time;219000;163000;;;4;1;De uno a tres sueldos;objetivos personales y performance de la compañia;Uno;14;3;Technical Leader;20;2;2;3;Azure| Docker| Linux| SAP| VMWare| Windows Server;Bash/Shell;Ninguno de los anteriores;MariaDB| Microsoft SQL Server| MongoDB| MySQL| PostgreSQL;Ninguna de las anteriores;Vi| Vim;501-1000;;Otras industrias;8;9;Abono de celular| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Ingeniería en Telecomunicaciones;IUPFA;Sí| de forma particular| Sí| los pagó un empleador;No;No;Sí| pasiva;0;Neto;En un trabajo anterior;;No;4;1;3;Pareja| Hijos/as (tiempo completo);No;No;2;No;9;Cerró oficinas| No la afectó;Ninguna de las anteriores;44;Varón Cis
GBA;Full-Time;165000;127924.35;;;3;2;No;No recibo bono;Uno;10;7;Consultant;6;0;0;2;SAP;ABAP;SAP;HANA;Postman;Notepad++;501-1000;;Servicios / Consultoría de Software / Digital;4;0;Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;28;Varón Cis
GBA;Full-Time;180000;150000;;;3;3;No;No recibo bono;No;0;0;Developer;12;0;5;0;Linux;HTML| Javascript;React.js;Ninguna de las anteriores;Ninguna de las anteriores;Visual Studio Code;51-100;;Servicios / Consultoría de Software / Digital;9;4;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas;;;;;;;;;;;;;;;;;;;;;;;;;38;Varón Cis
GBA;Full-Time;43000;43000;;;3;2;No;No recibo bono;No;0;0;Recruiter / HR;2;0;0;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;51-100;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;7;5;Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Licenciatura en Recursos Humanos;UM - Universidad de Morón;No;No;No;No;0;Porcentaje de mi sueldo;Jamás;;;3;0;3;Familia de origen (madre/padre/hermanos/as);Sí;No;4;Cambié de trabajo| pero no por la pandemia;7;Se vio beneficiada;Ninguna de las anteriores;27;Mujer Cis
GBA;Full-Time;85000;85000;;;3;3;No;Votado por decisión colectiva.;Dos;20;7;UX;10;3;0;0;Ninguna de las anteriores;Javascript| PHP| TypeScript;Angular| React.js| WordPress;Ninguna de las anteriores;Ninguna de las anteriores;Visual Studio Code;51-100;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;7;8;Capacitaciones y/o cursos;;;;;;;;;;;;;;;;;;;;;;;;;34;Varón Cis
GBA;Full-Time;68240;56639;;;2;3;Menos de un sueldo;Performance individual;Uno;38;6;Developer;0;0;0;0;Ninguna de las anteriores;CSS| HTML| Javascript;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Visual Studio Code;10001+;;Servicios / Consultoría de Software / Digital;8;9;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Cuota para universidad / posgrados| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Licencia de paternidad / maternidad extendida;Universitario;En curso;Ingeniería en Informática;UNAJ - Universidad Nacional Arturo Jauretche;Sí| de forma particular;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;No;3;0;2;Familia de origen (madre/padre/hermanos/as);Sí;No;3;No;10;No la afectó;Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;31;Varón Cis
GBA;Remoto (empresa de otro país);800000;650000;Cobro en dólares, Mi sueldo está dolarizado (pero cobro en moneda local);172;4;4;No;No recibo bono;Dos;20;6;Scrum Master;15;0;10;50;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;201-500;;Servicios / Consultoría de Software / Digital;9;9;Capacitaciones y/o cursos;Universitario;Incompleto;Licenciatura en Administración;Universidad Siglo 21;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Porcentaje de mi sueldo;Jamás;;No;3;1;2;Pareja| Hijos/as (tiempo completo);No;Sí;2;Me despidieron| pero ahora tengo tres trabajos;7;No la afectó| Se vio beneficiada;Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;38;Varón Cis
GBA;Full-Time;191160;139000;;;3;2;Un sueldo;Performance de la compañía;Uno;18;8;Business Analyst;5;7;6;0;Ninguna de las anteriores;SQL| sas guide;Ninguno de los anteriores;Amazon Redshift| Microsoft SQL Server| Oracle| Teradata;Ninguna de las anteriores;Ninguno de los anteriores;5001-10000;;Servicios / Consultoría de Software / Digital;8;10;Abono de Internet| Capacitaciones y/o cursos| Horarios flexibles| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Licenciatura en Informática;UADE - Universidad Argentina De la Empresa;Sí| de forma particular;No;No;No;0;Neto;Jamás;;;4;1;2;Pareja| Hijos/as (tiempo completo);No;No;3;No;10;No la afectó;Clases de gimnasia| Clases de yoga| Días libres extras| Pago de abono de Internet;43;Varón Cis
GBA;Full-Time;117624;97627;;;3;3;Un sueldo;Mix de las anteriores;Dos;22;7;QA / Tester;4;0;0;0;Ninguna de las anteriores;.NET| C#;Ninguno de los anteriores;MySQL;JUnit| Selenium;Visual Studio| Visual Studio Code;501-1000;;Servicios / Consultoría de Software / Digital;8;8;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles;Terciario;En curso;Analista de Sistemas;Escuela Da Vinci;No;No;Sí;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;4;0;1;Pareja;Sí;No;4;Decidí buscar otro trabajo;10;No la afectó;Pago de abono de Internet;35;Varón Cis
GBA;Full-Time;168000;132000;;;3;3;No;No recibo bono;Dos;30;7;Technical Leader;1;1;2;4;Google Cloud Platform/App Engine| Kubernetes| Linux;HTML| PHP| SQL;Node.js| Symfony;MariaDB| MySQL;Ninguna de las anteriores;Android Studio;201-500;;Servicios / Consultoría de Software / Digital;9;9;Capacitaciones y/o cursos| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;36;Varón Cis
GBA;Remoto (empresa de otro país);440000;435000;Cobro en dólares;178;4;4;No;No recibo bono;No;0;0;HelpDesk;2;0;0;0;Amazon Web Services| Docker| Kubernetes| VMWare;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;1001-2000;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;7;9;Capacitaciones y/o cursos| Clases de idiomas;Terciario;Incompleto;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional;Sí| de forma particular;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;;3;0;3;Familia de origen (madre/padre/hermanos/as);No;No;2;Cambié de trabajo| pero no por la pandemia;7;No la afectó;Ninguna de las anteriores;22;Varón Cis
GBA;Full-Time;149550;128;;158;2;2;De uno a tres sueldos;Performance individual;Dos;27;5;Infosec;3;0;0;0;Windows Server| Apps Internas con tecnologias diversas.;.NET| Python;SAP;Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server;Ninguna de las anteriores;Ninguno de los anteriores;2001-5000;;Servicios / Consultoría de Software / Digital;9;10;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;28;Varón Cis
GBA;Full-Time;300000;200000;;;3;1;No;No recibo bono;Dos;50;6;BI Analyst / Data Analyst;6;2;1;17;Firebase| Google Cloud Platform/App Engine;SQL;Bootstrap;Google Cloud Storage| MySQL;Ninguna de las anteriores;Ninguno de los anteriores;201-500;;Servicios / Consultoría de Software / Digital;8;6;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles| Lactario en la oficina| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Licenciatura en Comunicación Social;UBA - Universidad de Buenos Aires;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Bruto;Jamás;;;2;0;1;Pareja;Sí;No;4;No;4;Cerró oficinas| Frenaron las contrataciones| Se vio beneficiada;Pago de abono de Internet;32;Mujer Cis
GBA;Remoto (empresa de otro país);650000;;Cobro en dólares;;4;4;No;No recibo bono;Tres;35;7;Developer;2;0;0;0;Amazon Web Services| Linux;Javascript;Node.js;PostgreSQL;Postman| Selenium;Visual Studio Code;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;8;8;Capacitaciones y/o cursos;;;;;;;;;;;;;;;;;;;;;;;;;22;Varón Cis
GBA;Tercerizado (trabajo a través de consultora o agencia);390000;291000;Mi sueldo está dolarizado (pero cobro en moneda local);95;4;4;No;No recibo bono;No;0;0;Developer;14;1;4;0;Docker| Linux;Bash/Shell| Go;Ninguno de los anteriores;PostgreSQL| Redis;Go testing package;Vim;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;9;8;Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias)| Pago de sueldo en parte en moneda local y en parte en dolares (todo legal y en blanco);Terciario;Completado;Diseño y programación de simuladores virtuales;Escuela Da Vinci;Sí| de forma particular| Sí| los pagó un empleador;No;No;Sí| pasiva;0.05;Porcentaje de mi sueldo;En un trabajo anterior;Visual;No;4;1;2;Pareja| Hijos/as (tiempo completo);Sí;No;3;No;9;Se vio beneficiada;USD 25 por mes (por empleado) para gastarlo en lo que querramos;34;Varón Cis
GBA;Full-Time;68000;68000;;no recuerdo;2;2;Menos de un sueldo;No recibo bono;No;0;0;Networking;5;5;5;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;5001-10000;;Otras industrias;7;9;Abono de celular;;;;;;;;;;;;;;;;;;;;;;;;;37;Varón Cis
GBA;Full-Time;220000;170000;;;2;2;No;No recibo bono;Uno;20;5;SysAdmin / DevOps / SRE;15;6;1;0;AIX| Linux| OpenShift| Windows Server;Bash/Shell| Python| ansible;Ninguno de los anteriores;IBM Db2| MySQL;Ninguna de las anteriores;Visual Studio Code;2001-5000;;Servicios / Consultoría de Software / Digital;3;3;Abono de Internet| Estacionamiento gratuito / subvencionado;;;;;;;;;;;;;;;;;;;;;;;;;41;Varón Cis
GBA;Full-Time;5500;350000;Mi sueldo está dolarizado (pero cobro en moneda local);101.25;4;2;Un sueldo;Performance de la compañía;No;0;0;Technical Leader;15;2;6;0;Ninguna de las anteriores;Groovy| Java;Ninguno de los anteriores;PostgreSQL;JUnit| Postman;IntelliJ;201-500;;Producto basado en Software;9;9;Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Estacionamiento gratuito / subvencionado| Horarios flexibles| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;36;Varón Cis
GBA;Tercerizado (trabajo a través de consultora o agencia);241000;175000;;;2;4;No;No recibo bono;No;0;0;QA / Tester;17;0;5;0;Ninguna de las anteriores;Javascript| SQL;Ninguno de los anteriores;MongoDB| MySQL;Appium| Cucumber| JUnit| Postman| Selenium;Eclipse;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;5;5;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;41;Varón Cis
GBA;Full-Time;280000;200000;;;3;3;Un sueldo;Performance individual;Dos;20;6;Developer;18;2;4;2;Amazon Web Services| Docker| Linux| Serverless;Javascript| SQL;Node.js;Amazon RDS/Aurora| ElasticSearch| PostgreSQL| Redis| SQLite;Jest;Vim| neovim;51-100;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;9;9;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Secundario;Incompleto;;;No;Sí;Sí;No;0;Porcentaje de mi sueldo;En un trabajo anterior;obesidad;No;3;1;1;Familia de origen (madre/padre/hermanos/as);Sí;No;4;No;8;No la afectó| Se vio beneficiada;Compra de accesorios (escritorio| monitor| teclado| mouse| etc);36;Varón Cis
GBA;Full-Time;765000;500000;Mi sueldo está dolarizado (pero cobro en moneda local);166.16;4;4;No;No recibo bono;No;0;0;Data Engineer;3;0;0;0;Ninguna de las anteriores;Javascript| TypeScript;React.js;MongoDB;Cucumber;Visual Studio Code;501-1000;;Producto basado en Software;9;10;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Comidas pagas / subvencionadas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;37;Varón Cis
GBA;Full-Time;240000;170000;;;1;1;No;Performance de la compañía;Más de tres;15;7;Technical Leader;20;2;2;2;Amazon Web Services| Docker| Kubernetes;Javascript;React.js;PostgreSQL;Cypress| Jest;Sublime Text| Visual Studio Code;Nov-50;;Producto basado en Software;8;10;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;43;Varón Cis
GBA;Full-Time;88400;73000;;;3;3;No;No recibo bono;No;0;0;Operador noc;2;3;1;0;Azure| HP-UX| Linux| SAP| VMWare| Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Apache HBase| Informix| Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server| MongoDB| MySQL| Oracle| PostgreSQL;Ninguna de las anteriores;Ninguno de los anteriores;10001+;;Otras industrias;9;8;Capacitaciones y/o cursos| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;24;Varón Cis
GBA;Full-Time;150000;;;;3;2;No;No recibo bono;Uno;10;4;Consultant;35;4;4;0;SAP;ABAP;SAP;HANA| Oracle;Ninguna de las anteriores;Ninguno de los anteriores;10001+;;Servicios / Consultoría de Software / Digital;8;8;Abono de Internet;;;;;;;;;;;;;;;;;;;;;;;;;61;Varón Cis
GBA;Full-Time;130000;110000;;;3;3;No;No recibo bono;Uno;25;7;Developer;1;1;1;0;Amazon Web Services| Docker;Go| Python;Ninguno de los anteriores;MySQL| PostgreSQL| Redis;Selenium;PyCharm;51-100;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;8;9;Abono de Internet;Universitario;En curso;Ingeniería en Informática;UBA - Universidad de Buenos Aires;No;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;No;3;0;4;Familia de origen (madre/padre/hermanos/as);No;No;3;No;8;Cerró oficinas| Se vio beneficiada;Pago de abono de Internet;27;Varón Cis
GBA;Full-Time;120000;100000;Mi sueldo está dolarizado (pero cobro en moneda local);100;4;4;No;No recibo bono;Uno;92;6;Developer;1.5;1.5;1;0;Salesforce;CSS| HTML| Javascript| SQL;Node.js| Vue.js;Microsoft SQL Server;Postman;Visual Studio Code;10001+;;Servicios / Consultoría de Software / Digital;10;10;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas;Secundario;Completado;Tecnicatura en Programación;;Sí| de forma particular;No;Sí;No;0;Bruto;Jamás;;;4;0;2;Familia de origen (madre/padre/hermanos/as);Sí;No;4;No;10;Se vio beneficiada;Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;20;Prefiero no decir
GBA;Full-Time;60000;52000;;;3;3;No;No recibo bono;No;0;0;Developer;0;0;0;0;Ninguna de las anteriores;.NET| C#| CSS| HTML| Javascript| SQL| TypeScript;.NET Core| Angular| Bootstrap| jQuery;Microsoft SQL Server;NUnit;Visual Studio| Visual Studio Code;2001-5000;;Servicios / Consultoría de Software / Digital;10;10;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas;;;;;;;;;;;;;;;;;;;;;;;;;21;Mujer Cis
GBA;Full-Time;89233;74060;;;1;2;Menos de un sueldo;presentismo;Más de tres;35;7;Technical Leader;12;10;2;7;Linux| VMWare| Windows Server;CSS| HTML| Javascript| PHP| R| SQL;Bootstrap| CodeIgniter| jQuery| WordPress| Yii;MariaDB| Microsoft SQL Server| MySQL;Ninguna de las anteriores;Eclipse| Notepad++| RStudio;2001-5000;;Otras industrias;5;5;Horarios flexibles;Universitario;Completado;Tecnicatura Superior en Programación;UNSAM - Universidad de San Martín;Sí| los pagó un empleador;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;;3;0;1;Pareja;Sí;No;4;No;7;Bajaron los sueldos o pagan parte| Frenaron las contrataciones;Ninguna de las anteriores;38;Varón Cis
GBA;Full-Time;242;165;;;3;2;No;No recibo bono;Uno;10;7;Middleware;11;0;0;0;Amazon Web Services| SAP| Mulesfoft;Javascript;SAP;Ninguna de las anteriores;Ninguna de las anteriores;Eclipse| Visual Studio Code;2001-5000;;Otras industrias;9;9;Abono de celular| Capacitaciones y/o cursos| Clases de idiomas| Estacionamiento gratuito / subvencionado| Horarios flexibles| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;30;Varón Cis
GBA;Full-Time;186301;130000;;;2;2;No;No recibo bono;Uno;15;4;Developer;9;15;9;1;Linux| Mainframe| VMWare| Windows Server| IBM AS/400;RPG /400;Ninguno de los anteriores;IBM Db2| Microsoft SQL Server| MySQL;Ninguna de las anteriores;Ninguno de los anteriores;501-1000;;Otras industrias;7;5;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;38;Varón Cis
